function,bandwidth [B/s],avg. execution time [s],CI start [s],CI end [s]
copy,9828713029.546484,0.054622707000000006,0.05434728232523788,0.05489813167476213
mul,9833390409.406424,0.054596725000000006,0.054307359048418095,0.054886090951581916
add,11795679759.889729,0.068271298,0.06806496406654637,0.06847763193345362
triad,11782496282.573542,0.068347687,0.06812867110382828,0.06856670289617173
dot,11273011412.52145,0.04762444499999999,0.0473220133790487,0.04792687662095128
