function,bandwidth [B/s],avg. execution time [s],CI start [s],CI end [s]
copy,11482950402.49505,0.046753742999999987,0.04654478366794809,0.04696270233205188
mul,11432074773.78054,0.04696180900000001,0.04675218036827659,0.04717143763172343
add,12620204309.352753,0.063810882,0.06354010758310816,0.06408165641689184
triad,12633854266.654799,0.06374193900000001,0.06348861946356561,0.06399525853643441
dot,17733297303.29284,0.030274737000000003,0.030079632409334284,0.030469841590665722
