function,bandwidth [B/s],avg. execution time [s],CI start [s],CI end [s]
copy,16299733640.210384,0.032937403999999997,0.031202752733927194,0.034672055266072796
mul,17481780370.117386,0.030710311,0.029244679296933824,0.032175942703066174
add,18921910927.306576,0.042559463000000006,0.040482065923390306,0.044636860076609705
triad,17497174423.135563,0.046024938,0.043804897142968605,0.0482449788570314
dot,3713336164.078454,0.14457912999999997,0.14038606457595115,0.1487721954240488
