function,bandwidth [B/s],avg. execution time [s],CI start [s],CI end [s]
copy,20249059653.85395,0.026513375,0.02637116643232557,0.02665558356767443
mul,20003671276.826874,0.026838619,0.02668826126453527,0.026988976735464732
add,21063500577.02497,0.038232314,0.03776432761695806,0.038700300383041945
triad,21108789247.11628,0.038150287,0.03782194075707411,0.038478633242925886
dot,26748694728.49276,0.020070920000000003,0.019828826534811793,0.020313013465188212
