function,bandwidth [B/s],avg. execution time [s],CI start [s],CI end [s]
copy,5200418884.51994,0.10323608999999997,0.1029774443063345,0.10349473569366545
mul,5167545363.813846,0.10389283,0.10362778159697664,0.10415787840302337
add,5427036008.601241,0.14838788,0.14797046337453557,0.14880529662546443
triad,5435444786.360968,0.14815832,0.14770082323192354,0.14861581676807648
dot,901802454.5842948,0.5953309499999999,0.5862916226921142,0.6043702773078856
