function,bandwidth [B/s],avg. execution time [s],CI start [s],CI end [s]
copy,5213039421.99612,0.10298616000000001,0.10262642892498058,0.10334589107501943
mul,5182087134.243212,0.10360129000000003,0.1034340789988301,0.10376850100116995
add,5440961460.893019,0.1480081,0.14780467364227398,0.14821152635772603
triad,5442243627.445316,0.14797322999999998,0.14756083956111632,0.14838562043888365
dot,6061672624.077779,0.08856811400000002,0.08844419850660329,0.08869202949339675
