function,bandwidth [B/s],avg. execution time [s],CI start [s],CI end [s]
copy,3166082011.569416,0.16956949000000002,0.16902323166288094,0.1701157483371191
mul,3151128184.380511,0.17037418999999995,0.16988113267808075,0.17086724732191916
add,3344235135.2872157,0.24080435,0.2400060064178491,0.2416026935821509
triad,3336168210.15183,0.24138662,0.240562549258545,0.242210690741455
dot,3307532149.765333,0.16231767000000002,0.16184827976510222,0.16278706023489783
