function,bandwidth [B/s],avg. execution time [s],CI start [s],CI end [s]
copy,3163066484.849716,0.16973115000000003,0.16940258274438075,0.1700597172556193
mul,3155231718.161714,0.17015260999999998,0.1697638849112611,0.17054133508873887
add,3323726265.1377344,0.24229022,0.24201359546502554,0.24256684453497446
triad,3317613695.139461,0.24273662999999995,0.24231556437652765,0.24315769562347225
dot,3288729875.6530576,0.16324566999999998,0.16318027739402477,0.1633110626059752
