function,bandwidth [B/s],avg. execution time [s],CI start [s],CI end [s]
copy,15920865482.482334,0.033721214,0.033697433487282956,0.03374499451271704
mul,16189704279.88929,0.033161254999999994,0.03315449636642757,0.03316801363357242
add,17498855304.037548,0.04602051699999999,0.04599009971176233,0.04605093428823765
triad,17514000824.69348,0.045980719999999996,0.045955891931741925,0.046005548068258066
dot,12835219934.767063,0.04182794799999999,0.041741835249416596,0.04191406075058338
