function,bandwidth [B/s],avg. execution time [s],CI start [s],CI end [s]
copy,2079173794.5509117,0.038476822,0.03843836102814147,0.03851528297185853
mul,2052437573.6360085,0.038978043,0.03893627581309203,0.03901981018690796
add,2010677973.4685009,0.059681362,0.05960439872193806,0.05975832527806194
triad,2021982794.7462008,0.05934768600000001,0.05927889967440878,0.05941647232559124
dot,2043112482.6638715,0.039155945,0.03907458379626019,0.0392373062037398
