function,bandwidth [B/s],avg. execution time [s],CI start [s],CI end [s]
copy,2088693606.4801514,0.03830145299999999,0.03826477515507955,0.03833813084492044
mul,2080702112.1207137,0.03844856000000001,0.03841567829914268,0.038481441700857336
add,1839828713.1733558,0.06522346300000001,0.06518620317792075,0.06526072282207927
triad,1836686940.0171108,0.06533503199999999,0.06528612275132256,0.06538394124867741
dot,1996284963.589883,0.040074439,0.04003060559240002,0.040118272407599985
