function,bandwidth [B/s],avg. execution time [s],CI start [s],CI end [s]
copy,14424120434.954449,0.03722035700000001,0.03693297623679459,0.03750773776320543
mul,14496062981.070444,0.03703563600000001,0.03694602861995317,0.03712524338004685
add,16223932579.244413,0.04963693999999999,0.04934825328707658,0.0499256267129234
triad,16282145493.861385,0.04945947500000001,0.049369917037365416,0.049549032962634604
dot,21798882979.172634,0.024628368,0.024424627217121252,0.02483210878287875
