function,bandwidth [B/s],avg. execution time [s],CI start [s],CI end [s]
copy,14420910050.360954,0.037228643,0.03720549837721114,0.03725178762278886
mul,14340461864.81888,0.037437490999999996,0.037313771588130824,0.03756121041186917
add,15990701360.555077,0.050360916000000006,0.05025985224819412,0.05046197975180589
triad,16011445279.484299,0.050295669999999994,0.05025494696213361,0.05033639303786638
dot,20784541131.327984,0.025830298999999998,0.025747324673379438,0.025913273326620558
