function,bandwidth [B/s],avg. execution time [s],CI start [s],CI end [s]
copy,35708830555.91067,0.015034681999999997,0.01494363712290348,0.015125726877096514
mul,35110298809.47468,0.015290981000000002,0.015182048645420184,0.01539991335457982
add,33278808587.575554,0.024198774,0.02406284492256874,0.02433470307743126
triad,33706394470.604515,0.023891798,0.023784644023079723,0.023998951976920275
dot,31174373775.73419,0.017221545999999997,0.017126392800393835,0.01731669919960616
