function,bandwidth [B/s],avg. execution time [s],CI start [s],CI end [s]
copy,35614900930.28322,0.015074334,0.014981007566532966,0.015167660433467034
mul,35469356026.84692,0.01513619,0.015058808393108804,0.015213571606891197
add,33342337225.11887,0.024152666999999996,0.024012569197087122,0.02429276480291287
triad,33444454093.27103,0.024078921000000007,0.02394519188055321,0.024212650119446802
dot,31267949512.19298,0.017170006999999998,0.017082072720623332,0.017257941279376663
