function,bandwidth [B/s],avg. execution time [s],CI start [s],CI end [s]
copy,18050072113.423935,0.029743422000000002,0.028540871851159486,0.03094597214884052
mul,17053583171.327692,0.031481414,0.0300569079608147,0.0329059200391853
add,18889901106.649055,0.042631582,0.040825953761052025,0.04443721023894798
triad,17912751598.43296,0.044957156000000005,0.04284436973817344,0.04706994226182657
dot,19475886773.124893,0.027565929000000003,0.025764318567909717,0.02936753943209029
