function,bandwidth [B/s],avg. execution time [s],CI start [s],CI end [s]
copy,17442546114.219486,0.030779389,0.029395913934842775,0.032162864065157226
mul,16764437831.151884,0.032024391000000006,0.030324009218934606,0.03372477278106541
add,18783604303.284348,0.04287283500000001,0.04086129307937439,0.044884376920625635
triad,17754177335.51347,0.045358697999999996,0.043290848991105566,0.047426547008894426
dot,19169037438.669327,0.028007191999999997,0.026365780031382093,0.0296486039686179
