function,bandwidth [B/s],avg. execution time [s],CI start [s],CI end [s]
copy,18045926396.261143,0.029750255,0.028995967415424196,0.030504542584575804
mul,18724052912.318207,0.028672793999999998,0.028122127385498262,0.029223460614501734
add,20485078863.368706,0.039311851,0.03865028657460964,0.03997341542539037
triad,19527222546.743847,0.041240189999999996,0.04000209852273116,0.042478281477268835
dot,23631075725.129066,0.022718852,0.02194826251837605,0.023489441481623952
